identifier,group,major_group,sub_group,membran_prediction,seq_start,number_cysteines,activity,x_umap_2D,y_umap_2D,x_umap_3D,y_umap_3D,z_umap_3D,x_pca_3D,y_pca_3D,z_pca_3D,variance,x_tsne_2D,y_tsne_2D,x_tsne_3D,y_tsne_3D,z_tsne_3D
SP|F8J2E6|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,class1a,10.130868,20.475824,5.224396,14.52859,-1.0044124,-0.15899739891282763,-0.12204939065809084,0.045608606643547545,,-26.3087,-45.77578,2.8212662,-15.657745,-12.19121
SP|F8J2F2|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,class1a,9.952444,20.457558,5.4993625,14.541537,-1.1523368,-0.1519878212610094,-0.11889297753136199,0.03390320763829176,,-26.565083,-45.881702,3.0011795,-15.780774,-12.838128
TR|F8J2D8|Drysdalia_coronoides,Non-standard,Non-standard,,Secreted,MKT,11.0,class2a,10.244889,19.206371,4.463998,13.436661,-0.7600758,-0.09311369231433315,-0.16112011837536452,0.044950592341327714,,-28.626852,-38.707554,9.895166,-15.208748,-10.879019
TR|F8J2D9|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,class3c,9.113087,17.851334,4.4703197,11.989165,-0.018939089,0.08222226089979874,-0.22700540564203014,-0.026698480551092165,,-31.791739,-31.760103,12.219315,-10.213409,-7.50284
TR|F8J2E7|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,class2a,9.811748,19.343098,4.6730466,13.184889,-1.0163587,0.05290430483426785,-0.1586235805779337,-0.015258990206595087,,-28.94901,-38.841663,9.81501,-14.994793,-11.5264225
TR|F8J2E9|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,class3c,9.344183,17.588543,4.651013,12.091182,0.015043202,0.06922241421841452,-0.21966526976634632,0.0021796250470434825,,-31.94013,-31.802757,12.584848,-10.261028,-7.384933
TR|F8J2F0|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,class2a,10.181704,19.373291,4.616322,13.363446,-0.68938774,-0.06341879270183247,-0.1236530394865823,0.08157991857817715,,-25.957146,-38.839886,8.373477,-14.317114,-9.518625
TR|F8J2F1|Drysdalia_coronoides,Long-chain,Long-chain,,Secreted,MKT,10.0,class1a,9.96246,20.329163,5.3793654,14.365187,-0.9784546,-0.13290162577682882,-0.14318441064004345,0.04044560889526548,,-26.129768,-45.58453,2.767604,-15.1644125,-12.555047
TR|F8J2D6|Drysdalia_coronoides,Non-standard,Non-standard,,Secreted,MKT,9.0,class3c,9.326549,17.592758,4.413071,12.027682,0.0684404,-0.049205289963223584,-0.3306591343247066,0.037654338471685395,,-32.70807,-31.705595,12.999838,-10.711349,-8.142871
TR|F8J2E3|Drysdalia_coronoides,Non-standard,Non-standard,,Secreted,MKT,9.0,class1a,9.7375145,20.214643,5.8084793,14.20176,-0.9354753,-0.08729635199793946,-0.15360224580389537,0.0379217420325752,,-24.900665,-45.346317,2.5826757,-13.905566,-13.227768
TR|F8J2E8|Drysdalia_coronoides,Non-standard,Non-standard,,Secreted,MKT,9.0,class1a,10.093974,20.519327,5.3084126,14.459051,-1.058015,-0.21662562731116694,-0.20059244675723478,0.032433923871036274,,-26.982887,-46.57424,3.1277342,-16.77489,-12.267531
TR|F8J2G7|Drysdalia_coronoides,Non-standard,Non-standard,,Secreted,MKT,7.0,,19.066483,7.3491173,8.403756,10.963716,11.81277,-0.11667333802640807,-0.46025103978757786,0.3410889982675084,,31.35976,-36.251858,-17.89065,-17.632315,-3.4192252
SP|F8J2G3|Drysdalia_coronoides,Short-chain,Short-chain,,Secreted,MKT,8.0,,16.777514,7.3941884,9.093139,10.3702755,10.316197,-0.4972393200503325,-0.3036122099716051,0.26164056085323356,,29.663685,-30.843357,-18.10297,-13.09748,-1.1923608
SP|F8J2G5|Drysdalia_coronoides,Short-chain,Short-chain,,Secreted,MKT,8.0,,15.767229,7.356951,8.928298,9.965783,9.549399,-0.43403674873921944,-0.037348432037900864,0.15615793477373524,,30.785547,-26.18971,-18.953974,-11.776113,-0.85018766
TR|F8QZ63|Drysdalia_coronoides,Short-chain,Short-chain,,Secreted,MKT,8.0,,11.784888,5.9910274,11.331662,6.422825,6.286596,-0.30696453562360776,0.14222333722062053,0.11439761024445612,,22.30319,11.445813,-17.765882,6.617912,6.140669
TR|R4FJQ3|Echiopsis_curta,Long-chain,Long-chain,,Secreted,MKT,10.0,,9.989834,19.68401,5.152245,13.690565,-0.9446036,-0.0616217692161042,-0.18925847775429097,0.008591176262834998,,-26.604746,-42.1432,5.8225822,-14.391283,-10.787319
TR|R4G2U8|Echiopsis_curta,Long-chain,Long-chain,,Secreted,MKT,10.0,,10.673168,19.126564,4.0733824,13.27015,-0.43496963,-0.04685346146903758,-0.055130328244178926,0.05551440085365211,,-22.319681,-38.291656,8.730789,-14.883528,-6.72621
TR|R4G7H1|Echiopsis_curta,Long-chain,Long-chain,,Secreted,MKT,10.0,,9.0281105,17.69792,4.6793885,11.765467,-0.11916404,0.10576442506739,-0.20193412663806143,0.11334515660801944,,-30.33579,-32.153164,11.650126,-8.7199955,-7.5583415
TR|R4G2G8|Furina_ornata,Long-chain,Long-chain,,Secreted,MKT,10.0,,10.948818,18.432629,4.2427154,13.220137,0.35297373,-0.09429471643387542,-0.16116094124283753,-0.06253339491895403,,-18.896008,-36.771317,6.0900784,-13.342935,-4.636252
TR|R4G2G9|Furina_ornata,Long-chain,Long-chain,,Secreted,MKT,10.0,,11.093004,18.664991,4.2593503,13.635538,0.15304206,-0.10872004832229526,-0.20471512009584378,0.01547980100271235,,-18.83601,-36.81991,6.018179,-13.347603,-4.595529
TR|R4G2W0|Furina_ornata,Long-chain,Long-chain,,Secreted,MKT,10.0,,11.066213,19.182772,4.5282,13.688476,0.12686023,-0.14266098879479586,-0.10775821710283287,0.05099135791541573,,-19.127401,-41.036713,5.4723635,-16.017178,-6.8792334
TR|R4FJR7|Furina_ornata,Short-chain,Short-chain,,Secreted,MKT,8.0,,11.480457,6.912445,11.156387,7.508552,6.4427977,-0.3055912919270111,-0.14150081740428647,0.032128095782995525,,26.139124,2.24453,-16.62456,2.3725665,7.1140623
TR|R4G2G6|Furina_ornata,Short-chain,Short-chain,,Secreted,MKT,8.0,,11.046151,6.829006,11.075835,7.786846,6.141421,-0.4011892109822556,-0.18008734143220653,-0.0029157815328135924,,26.511784,2.541225,-16.150047,2.4057734,7.368768
TR|R4G2G7|Furina_ornata,Short-chain,Short-chain,,Secreted,MKT,8.0,,11.782332,5.943887,11.534028,6.5457873,6.3778033,-0.28751093319795523,-0.024593105564834888,0.09782913500293025,,22.647287,10.637548,-18.087706,5.904265,5.020216
TR|R4G7H5|Furina_ornata,Short-chain,Short-chain,,Secreted,MKT,8.0,,11.513037,6.6631527,11.0884285,7.440693,6.2773514,-0.32744029228676524,-0.13549339289190332,0.012416998002382891,,25.952253,1.975166,-17.0157,2.3826501,6.9949284
SP|P01402|Hemachatus_haemachatus,Non-standard,Non-standard,,Secreted,,8.0,,11.463689,7.3525457,10.778382,7.7238803,6.5127983,-0.27982577659199975,-0.12576406779542174,0.04564065482959598,,22.961937,3.538255,-13.9398775,1.2941562,6.1713204
SP|B3EWH9|Hemachatus_haemachatus,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,,11.042087,1.459578,9.189412,2.540601,4.1155243,-0.10141132592249585,0.8528038764702733,-0.0038210205925957937,,-2.290635,50.062984,-2.3002622,21.136763,4.5541196
SP|C0HJT5|Hemachatus_haemachatus,Short-chain,Short-chain,FX inhibitor,Secreted,,8.0,,8.625906,12.937747,6.094577,6.262221,3.9180577,0.10579609592898225,0.09177218555713429,-0.18217015501740697,,-3.0514288,2.541213,0.57974654,4.936212,-2.5431256
SP|P01425|Hemachatus_haemachatus,Short-chain,Short-chain,,Secreted,,8.0,,17.050943,7.3640323,8.376257,10.767724,10.334089,-0.42917045315988217,-0.31944005458303887,0.21106078213074905,,25.460947,-32.823868,-14.095052,-14.829156,-1.2686956
SP|P01433|Hemachatus_haemachatus,Short-chain,Short-chain,,Secreted,,8.0,,17.15563,7.888621,8.239929,11.076312,10.208402,-0.42516398778294523,-0.3269201022587518,0.213636755038611,,25.134405,-34.089497,-13.306074,-16.000854,-1.7535244
SP|P01471|Hemachatus_haemachatus,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,,10.847532,1.4266539,9.110661,2.3923552,4.0411434,-0.09679385079227489,0.861237105660485,-0.0036511411220153133,,-2.2914708,50.0962,-2.3130782,21.190767,4.577733
SP|P0DQH2|Hemachatus_haemachatus,Short-chain,Short-chain,FX inhibitor,Secreted,,8.0,,11.785724,7.2165427,10.65587,7.4035196,6.7367735,-0.24922244948041555,-0.0740155910562956,0.016430653319414214,,22.831276,3.6871564,-13.69431,1.3941025,5.975384
SP|P24776|Hemachatus_haemachatus,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,,10.883728,1.5456493,9.110294,2.286968,4.117747,-0.10137375077933089,0.8434979055918757,0.02001622704487756,,-2.307981,50.19078,-2.257217,21.581383,4.8136067
SP|P24777|Hemachatus_haemachatus,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,,11.153843,1.53388,9.1699295,2.3657885,4.141775,-0.052927112706459896,0.8207247740669874,0.05530081489274841,,-2.347663,50.7365,-2.7121162,20.93462,5.3762884
SP|P24778|Hemachatus_haemachatus,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8.0,,10.711193,1.9494821,9.443662,2.8958104,4.3698945,0.11333437284011989,0.4403647034479633,-0.08146442466751139,,-6.069824,47.831623,0.3934071,17.834436,4.9126587
SP|P25676|Hemachatus_haemachatus,Short-chain,Short-chain,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,8.0,,12.224062,9.137938,8.237358,8.666282,5.9961576,-0.21039668313165752,-0.1415708449751782,-0.06726336191924145,,15.061711,-8.745677,-6.2066555,-3.2059283,5.402802
TR|R4FJX3|Hemiaspis_signata,Long-chain,Long-chain,,Secreted,MKT,10.0,,9.010748,17.901625,4.7438755,11.897468,-0.2317632,0.19198414288743568,-0.2593216512091947,0.09492628012509965,,-30.095041,-31.533112,11.319908,-8.769078,-6.8412433
TR|R4G2H7|Hemiaspis_signata,Long-chain,Long-chain,,Secreted,MKT,10.0,,8.938865,17.977167,4.9170227,11.794097,-0.41073442,0.31278495489750524,-0.14900051954981866,0.07705888562108243,,-29.733505,-30.977684,11.365414,-8.184746,-6.066525
TR|R4G7I7|Hemiaspis_signata,Long-chain,Long-chain,,Secreted,MKT,10.0,,9.681356,19.389887,5.096157,13.460622,-0.8527987,0.042639322096485195,-0.13122282308910257,0.08670586848304496,,-26.36906,-40.817814,6.115987,-15.565368,-9.895781
TR|R4G2H6|Hemiaspis_signata,Short-chain,Short-chain,,Secreted,MKT,9.0,,19.874939,7.1126227,8.131412,11.31033,12.187539,-0.34224656849030377,-0.39453374128247354,0.2361698388728024,,33.39902,-41.03638,-17.024801,-21.272026,0.069597475
TR|R4G7I5|Hemiaspis_signata,Short-chain,Short-chain,,Secreted,MKT,9.0,,19.611313,7.5834336,8.112856,11.184937,12.345922,-0.3175797547902439,-0.38902569459458824,0.26071724899675963,,31.45192,-40.087906,-15.211748,-22.42168,-2.1133459
TR|R4FIQ0|Hoplocephalus_bungaroides,Long-chain,Long-chain,,Secreted,MKT,10.0,,10.199554,18.769289,4.783425,13.170153,-0.23938777,-0.001137612827050317,-0.2021502222581574,0.008887333006991151,,-23.707344,-39.147675,6.2254343,-14.292123,-8.000216
TR|R4FK28|Hoplocephalus_bungaroides,Long-chain,Long-chain,,Secreted,MKT,10.0,,10.473635,19.15282,4.3067207,13.2755575,-0.32266605,-0.09545819515975708,-0.21280274570547122,0.04054200017720475,,-23.331076,-37.9434,8.624956,-14.592728,-7.8746557
TR|R4FIP4|Hoplocephalus_bungaroides,Short-chain,Short-chain,,Secreted,MKT,9.0,,19.630125,7.144047,8.062808,11.588853,12.261241,-0.3917134453925671,-0.19468174768925878,0.17182050884849787,,34.46045,-40.287266,-17.814306,-22.166357,1.0670265
SP|A8HDJ9|Hoplocephalus_stephensii,Short-chain,Short-chain,,Secreted,MKT,9.0,,19.971588,7.1867824,8.106936,11.297659,12.413634,-0.3935469933580852,-0.3894511113419261,0.29540453678916256,,32.033955,-41.16305,-15.922157,-21.546078,-1.4596224
None|Hcur_superscaf_587_797385_795811|Hydrophis_curtus,Long-chain,Long-chain,,Secreted,MKI,10.0,,11.071412,18.913944,4.8365254,13.77618,0.4612995,-0.18548365280421059,-0.17844969029969457,0.07604851829880238,,-16.607548,-37.386463,2.9848223,-13.469071,-4.7812977
None|Hcur_SS00042983_m1|Hydrophis_curtus,Short-chain,Short-chain,,Secreted,MKT,9.0,,20.178562,7.7747517,8.383208,11.048451,12.701358,-0.4074770721583517,-0.39699272208728964,0.2557920301778754,,30.64459,-42.123085,-15.626041,-19.60534,-1.5386776
SP|P25494|Hydrophis_cyanocinctus,Short-chain,Short-chain,,Secreted,,9.0,,20.130363,7.4564204,8.24873,11.152097,12.72076,-0.39389638046188763,-0.3965830389825356,0.25071757934974986,,31.109638,-42.11167,-16.241234,-20.231718,-1.1529307
SP|P62376|Hydrophis_cyanocinctus,Short-chain,Short-chain,,Secreted,,9.0,,20.078905,7.626939,8.178459,11.2649555,12.480465,-0.4113483308658551,-0.4083286294096584,0.27964574570938927,,30.95034,-41.75905,-15.850233,-20.153835,-1.8860184
SP|Q8UW28|Hydrophis_hardwickii,Long-chain,Long-chain,,Secreted,MKT,10.0,,11.234614,19.123266,4.3632994,13.819013,0.3201978,-0.12168903862574305,-0.15808625466564763,0.10786979748641348,,-13.729324,-37.557457,5.6920214,-13.02161,-2.158924
SP|Q8UW29|Hydrophis_hardwickii,Long-chain,Long-chain,,Secreted,MKI,10.0,,11.168825,18.978888,4.754561,13.797695,0.488971,-0.15393107651719717,-0.1985167755921563,0.13346292483140368,,-16.569397,-37.2209,2.9425771,-13.303487,-4.7460423
SP|Q8UW27|Hydrophis_hardwickii,Short-chain,Short-chain,,Secreted,MKT,9.0,,19.868137,7.6533594,8.325811,11.149912,12.493656,-0.3944725040999207,-0.38766697415260987,0.23444503457848853,,30.799788,-41.988003,-16.180836,-19.644405,-1.2857028
SP|P01437|Hydrophis_lapemoides,Short-chain,Short-chain,,Secreted,,9.0,,20.06397,7.6252875,8.089442,11.460967,12.631588,-0.41984233758290834,-0.311480513718279,0.21768179007827768,,31.664248,-42.215717,-16.11855,-19.816378,-0.3620642
SP|P68413|Hydrophis_ornatus,Short-chain,Short-chain,,Secreted,,9.0,,19.89761,7.472466,8.31524,10.985265,12.290439,-0.34812327943286875,-0.36408127049013966,0.2927648408666769,,31.280333,-41.036648,-16.765394,-20.609282,-2.260375
SP|P68415|Hydrophis_schistosus,Short-chain,Short-chain,,Secreted,,9.0,,20.180449,7.661197,8.067029,11.096998,12.720602,-0.4123917346059094,-0.4154877108188408,0.26498363899729405,,31.43741,-42.013317,-15.575371,-20.46094,-1.218119
SP|P01380|Hydrophis_stokesii,Long-chain,Long-chain,,Secreted,,10.0,class2b,10.969135,18.55357,4.327538,13.346584,0.26433498,-0.05626562114199052,-0.0672115122854893,0.006873604951293838,,-13.560235,-37.27832,6.0409555,-12.665999,-1.9894489
SP|P01381|Hydrophis_stokesii,Long-chain,Long-chain,,Secreted,,10.0,class2b,11.010574,18.505877,4.34749,13.394685,0.44945213,-0.022626909440631136,-0.07463311748710783,0.04071045791935103,,-13.569402,-37.28715,6.020003,-12.680257,-1.9963114
SP|P0C8R6|Laticauda_colubrina,Non-standard,Non-standard,Laticauda long-chain reversion,Secreted,,8.0,,10.480787,17.909405,5.3415413,12.8889885,0.5115672,-0.03721246055711056,-0.18474007532389333,0.03791934063258746,,-19.965017,-30.456682,3.680175,-9.171998,-7.9810176
SP|P0C8R7|Laticauda_colubrina,Non-standard,Non-standard,Laticauda long-chain reversion,Secreted,,8.0,,10.167387,17.836857,5.5842996,12.727665,0.32233158,0.0252777619834266,-0.09030686335096734,0.0010966825913794522,,-19.982325,-30.454239,3.6873474,-9.17942,-8.014232
SP|P0C8R8|Laticauda_colubrina,Non-standard,Non-standard,Laticauda long-chain reversion,Secreted,,8.0,,10.261401,17.688496,5.3332276,12.658993,0.564723,-0.006745423301131067,-0.16800069875930476,-0.0400395943901733,,-20.049936,-30.51187,3.9143038,-9.074446,-7.837603
SP|P10455|Laticauda_colubrina,Short-chain,Short-chain,,Secreted,MKT,8.0,,17.90089,6.787192,7.364778,10.5759325,10.771091,-0.35602934692822075,-0.3874774446019472,0.05190069431874727,,20.910486,-37.47232,-10.886819,-16.602688,-5.930113
SP|P10456|Laticauda_colubrina,Short-chain,Short-chain,,Secreted,MKT,8.0,,17.909575,6.726551,7.1974316,10.742486,10.953384,-0.3345436952956949,-0.3846275877400013,0.04791952506289866,,20.872688,-37.687454,-11.009471,-16.166847,-6.115562
SP|P10457|Laticauda_colubrina,Short-chain,Short-chain,,Secreted,MKT,8.0,,17.8299,6.923697,7.349427,10.739698,10.595619,-0.3727641121072318,-0.39334638228754004,0.07416383343039153,,21.056585,-37.339195,-10.935487,-16.386738,-5.537508
SP|Q9YGC7|Laticauda_colubrina,Short-chain,Short-chain,,Secreted,MKT,8.0,,17.794815,6.5731106,7.2080216,10.396803,10.747654,-0.3359483688268629,-0.3612859619002997,0.02090869475318389,,20.486893,-37.666504,-10.584994,-15.953147,-6.3418293
SP|P10458|Laticauda_crockeri,Short-chain,Short-chain,,Secreted,,8.0,,17.834787,6.479166,7.357442,10.169091,10.6731825,-0.27487631367098725,-0.3916523612245728,0.05173496585854837,,20.751785,-39.46837,-11.991957,-15.467595,-7.533728
SP|P25495|Laticauda_crockeri,Short-chain,Short-chain,,Secreted,,8.0,,18.061552,6.79823,7.3052,10.485286,10.865308,-0.33930266609321114,-0.39135169414839394,0.06576498434971506,,21.843653,-39.18422,-12.50834,-16.692022,-6.9941106
SP|P25496|Laticauda_crockeri,Short-chain,Short-chain,,Secreted,,8.0,,17.941372,6.612559,7.2891955,10.5636425,10.800511,-0.31041342757413637,-0.39229255205338887,0.05648133483610566,,21.609356,-38.86734,-12.138998,-16.541996,-6.75325
SP|P10459|Laticauda_laticaudata,Short-chain,Short-chain,,Secreted,MKT,8.0,,18.014482,6.7246194,7.3182397,10.659275,10.906813,-0.2779025059481951,-0.4033335871842783,0.07539481812033895,,22.222921,-38.25319,-12.6224985,-16.53828,-5.783947
SP|P10460|Laticauda_laticaudata,Short-chain,Short-chain,,Secreted,,8.0,,17.895689,6.6201367,7.2658305,10.429923,10.62462,-0.2660687985316662,-0.3993346709667752,0.05056381391679075,,20.725752,-39.515785,-12.016699,-15.47048,-7.6321025
SP|Q9YGC2|Laticauda_laticaudata,Short-chain,Short-chain,,Secreted,MKT,8.0,,18.07318,6.572518,7.4852476,10.407911,10.898448,-0.27645329125339163,-0.399307674413727,0.061435870715761426,,22.003408,-39.134735,-13.031402,-16.115314,-6.7904425
SP|Q9YGC4|Laticauda_laticaudata,Short-chain,Short-chain,,Secreted,MKT,8.0,,18.237814,6.6623383,7.43147,10.498819,10.87574,-0.25241866423509474,-0.405655579468515,0.04391462016269237,,22.363338,-38.635765,-13.161835,-16.494186,-6.1286597
SP|Q9YGW8|Laticauda_laticaudata,Short-chain,Short-chain,,Secreted,MKT,8.0,,18.064308,6.819236,7.4321275,10.594457,10.793889,-0.28973033179632796,-0.41080710115989016,0.1191525319246468,,21.316639,-38.531277,-12.211447,-15.361999,-6.1962667
SP|Q9YGW9|Laticauda_laticaudata,Short-chain,Short-chain,,Secreted,MKT,8.0,,17.897213,7.0419383,7.4889054,10.692781,10.717651,-0.2804394391882387,-0.42317167411453005,0.10974192711499575,,21.987114,-37.90236,-12.225385,-15.83113,-5.4965205
SP|P01379|Laticauda_semifasciata,Long-chain,Long-chain,,Secreted,,10.0,class1b,10.874162,19.86711,4.8247166,14.446583,-0.051825117,-0.1966783619372607,-0.12783765243266343,0.0895314960188832,,-18.098015,-47.275223,0.9275798,-16.239185,-8.214908
SP|P60775|Laticauda_semifasciata,Short-chain,Short-chain,,Secreted,MKT,8.0,Competitive antagonist,17.073015,7.3398995,7.953259,10.4745655,10.093683,-0.32478878957657153,-0.2697209546641907,0.18909845313078866,,22.212511,-28.548273,-13.540449,-12.361017,-5.326349
SP|Q7T2I5|Laticauda_semifasciata,Short-chain,Short-chain,,Secreted,MKT,8.0,,17.21598,7.4270554,7.88241,10.543442,10.111844,-0.2723636407316941,-0.3020525627616563,0.15919134741249866,,22.180622,-28.528341,-13.5270405,-12.383314,-5.366252
SP|Q90VW1|Laticauda_semifasciata,Short-chain,Short-chain,,Secreted,MKT,8.0,Competitive antagonist,16.95424,7.340262,7.9952865,10.313622,10.083706,-0.28049513923649433,-0.2762780469572298,0.16649938662224073,,22.223454,-28.530838,-13.550557,-12.381023,-5.3340125
SP|Q9YGX1|Laticauda_semifasciata,Short-chain,Short-chain,,Secreted,MKT,8.0,,17.761211,6.733585,7.374163,10.315939,10.618656,-0.2550486808360157,-0.41266808600373783,0.042051774924978594,,20.503326,-39.25449,-12.310494,-14.929095,-7.2136
TR|A0A024AXD8|Micropechis_ikaheca,Long-chain,Long-chain,,Secreted,MKT,10.0,class3b,9.229369,17.702875,5.0129066,12.069888,-0.19556513,0.22442794888069756,-0.21895471620405985,0.025605038287872327,,-28.8031,-31.80496,9.982413,-8.689528,-7.405557
TR|A0A024AXH2|Micropechis_ikaheca,Long-chain,Long-chain,,Secreted,MKT,10.0,class3b,9.095335,18.014442,4.9710007,11.901045,-0.5101527,0.19790265722163697,-0.20574905347482741,0.1756724785163911,,-29.013407,-32.434948,10.371485,-7.9734807,-7.7584324
TR|A0A024AXY1|Micropechis_ikaheca,Long-chain,Long-chain,,Secreted,MKT,10.0,class3b,9.260068,17.62517,4.925579,11.982686,0.071937986,0.13284624060080835,-0.2203144990442196,0.04061330963820527,,-28.77646,-31.847483,9.947232,-8.70796,-7.433391
TR|A0A024AYC2|Micropechis_ikaheca,Short-chain,Short-chain,,Secreted,MKT,9.0,,19.717688,7.6747427,8.074712,11.329248,12.222717,-0.3210557626320922,-0.2546910826790066,0.2647944854560624,,30.32384,-39.78539,-15.38828,-21.26974,-3.513317
TR|F5CPD4|Micrurus_altirostris,Plesiotypic,Plesiotypic,,Secreted,MKA,10.0,,8.583664,10.00163,7.7000794,5.5887113,3.6589892,0.12692960982478596,0.3201258887988042,-0.12509877160225488,,-2.5757895,17.147491,-1.9455247,8.957403,9.240993
NCBI|MICAL_JG743131.1_7_255|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,,8.0,,10.381359,9.84995,7.7124596,6.728697,5.5436783,-0.12508593440134091,0.09829861235400005,-0.12411779971049916,,4.534612,0.6677321,-4.469962,5.275767,-3.2575026
NCBI|MICAL_JG743827.1_16_264|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,,8.0,,14.957948,8.92321,8.305985,10.519112,8.258884,-0.3889015164313583,-0.16889167767272703,0.16261992059731806,,17.363077,-21.942268,-11.109098,-7.086864,-3.3038573
NCBI|MICAL_JG744005.1_7_258|Micrurus_altirostris,Non-standard,Non-standard,,Secreted,,10.0,,15.333944,8.087887,9.326649,10.444363,8.838619,-0.5306087495072731,-0.3134467328590162,0.09536096812484472,,27.607426,-20.061909,-14.559517,-7.674531,-4.3131156
SP|F5CPD3|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,8.0,,11.007348,13.098816,5.478948,6.315744,6.4598155,-0.1421389409134395,-0.06223817873281751,-0.0748979773984605,,-2.5467594,-15.230227,-2.3284163,-7.994248,4.952023
SP|F5CPD5|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,8.0,,16.562645,6.6996455,9.146599,10.428291,10.522106,-0.4625396802553727,-0.2973841020695302,0.3324637762688339,,29.344269,-32.529736,-18.272106,-14.618978,-0.085463546
SP|F5CPD6|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,8.0,,15.172233,9.00368,8.439333,10.698387,8.175636,-0.35000506675374976,-0.2606839055935949,0.08560264727951136,,17.941868,-21.799606,-10.55419,-7.0076017,-2.6702116
SP|F5CPD7|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,9.0,,15.231941,8.31561,9.117211,10.617175,8.93993,-0.49814484380480123,-0.2445378803109841,0.104964282458246,,26.953632,-20.078262,-13.901675,-7.6580443,-3.9622564
SP|F5CPD8|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,8.0,,16.881903,8.2949,8.12932,11.031108,9.8845825,-0.37317592653735154,-0.3509975055179269,0.1244075407117092,,22.545788,-31.171627,-11.23653,-12.972048,-0.70035887
SP|F5CPD9|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,8.0,,15.401327,8.9194145,8.429499,10.68974,8.554927,-0.3988612127913717,-0.18184003192798825,0.17350360363179823,,17.290558,-21.984838,-11.139943,-7.0919137,-3.3927808
SP|F5CPE0|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MRT,8.0,,10.249101,6.5716095,11.903974,7.8235154,5.518417,-0.422097226079855,-0.1931030575318832,0.028457700164631256,,31.256021,7.8470845,-15.508837,2.7443428,12.2511635
SP|F5CPE2|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MRT,8.0,,10.834974,6.842075,11.582543,7.4541583,6.009228,-0.27073273793240343,0.0911853206427988,0.03957358727684286,,28.174892,9.233692,-13.716587,3.412305,11.026897
SP|F5CPE3|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,8.0,,14.012755,7.2482777,9.47204,8.888793,8.160933,-0.2995556312949729,0.045510427681890404,0.08995037376043058,,27.924139,-13.596702,-16.789116,-2.0042028,-3.0322948
SP|F5CPE4|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,9.0,,15.337714,8.451577,8.81648,10.566831,8.671678,-0.45096830560278583,-0.3080829240125593,0.12624243035228544,,26.561523,-20.314726,-13.444395,-7.8906937,-3.7971623
SP|F5CPE6|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,8.0,,12.129694,4.8278522,10.870343,5.7384086,6.4879446,-0.15961925642444436,0.24790565799227646,0.0825980067695814,,19.401726,16.522175,-12.080585,9.918273,3.2445884
TR|F5CPD1|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,8.0,,16.877047,5.125414,6.565175,9.461124,10.091083,-0.336061752017325,-0.20167228544719656,0.044699617691976536,,10.490244,-37.877487,-8.247673,-11.9206705,-10.6131
TR|F5CPD2|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,8.0,,14.840503,8.215738,8.472692,9.84634,8.405221,-0.3320685387140142,-0.14045276860643252,0.0929297243865931,,22.389668,-19.053015,-12.9681015,-5.1056204,0.96913594
TR|F5CPE1|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,9.0,,15.023379,8.395496,8.632015,10.324524,8.366046,-0.3167776527709954,-0.18602032930131965,0.15051824655118876,,20.996498,-24.196428,-12.769469,-8.613173,-1.5896928
TR|F5CPE5|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,8.0,,11.27299,10.676493,7.6081743,7.4079666,6.209105,-0.15434381985161288,-0.02988893766535155,-0.0365614591327153,,3.9390094,-8.327917,-4.5848436,-1.0863408,-2.3473158
TR|F5CPE7|Micrurus_altirostris,Short-chain,Short-chain,,Secreted,MKT,9.0,,16.736887,8.077419,8.404086,10.93307,9.786619,-0.4213773012051728,-0.3173526402053707,0.13682557031705667,,22.983633,-30.565723,-11.84009,-12.881606,0.16367716
